,name,synonyms
7689,2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER,[]
7690,{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER,[]
7691,"6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE",[]
7692,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,[]
7693,Trazeolide,[]
7694,"8-Hydroxy-2-oxa-bicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid",[]
7695,(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL,[]
7696,3'-THIO-THYMIDINE-5'-PHOSPHATE,[]
7697,Indoleacetamide,"['1H-indole-3-acetamide', '3-indoleacetamide', 'Indole-3-acetamide']"
7698,Tryptamine,"['1H-indole-3-ethanamine', '2-(3-indolyl)ethylamine', '3-(2-Aminoethyl)indole', 'Tryptamine']"
7699,"TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",[]
7700,"9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE",[]
7701,5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide,[]
7702,2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC ACID,[]
7703,Ethyl hydrogen diethylamidophosphate,[]
7704,2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide,[]
7705,Quinalizarin,"['1,2,5,8-tetrahydroxyanthracene-9,10-dione', '1,4,5,6-tetrahydroxyanthraquinone', 'Alizarinbordeaux', 'Alizarine Bordeaux B']"
7706,"1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione",[]
7707,3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE,[]
7708,4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE,[]
7709,({3-[1-(4-Hydroxy-2-oxo-2H-chromen-3-yl)-propyl]-phenylcarbamoyl}-methyl)-carbamic acid tert-butyl ester,['tert-butyl N-[({3-[(1S)-1-(4-hydroxy-2-oxo-2H-chromen-3-yl)propyl]phenyl}carbamoyl)methyl]carbamate']
7710,"6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE",[]
7711,5-imino-4-(3-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine,[]
7712,4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine,[]
7713,3-(5-Amino-3-imino-3H-pyrazol-4-ylazo)-benzoic acid,[]
7714,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",[]
7715,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",[]
7716,5-Imino-4-(2-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine,[]
7717,4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE,[]
7718,"4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE",[]
7719,"(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE",[]
7720,"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E)-1-Octen-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid",[]
7721,"(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE",[]
7722,N-(5-Isopropyl-thiazol-2-YL)-2-pyridin-3-YL-acetamide,[]
7723,(4-ETHYLPHENYL)SULFAMIC ACID,[]
7724,N-{3-[(E)-(tert-butoxyimino)methyl]-4-chlorophenyl}-2-methylfuran-3-carbimidothioic acid,[]
7725,1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE,[]
7726,"1-METHYL ETHYL 1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE",[]
7727,"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE",[]
7728,O-Decyl Hydrogen Thiocarbonate,[]
7729,"1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine",[]
7730,"5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE",[]
7731,FG-2216,"['(((1-Chloro-4-hydroxyisoquinolin-3-yl)carbonyl)amino)acetic acid', '1-Chloro-N- (hydroxyformylmethyl-4-hydroxyisoquinoline-3-carboxamide', '1-Chloro-N-(hydroxyformylmethyl-4-hydroxyisoquinoline-3-carboxamide']"
7732,2-Undecanone,"['2-hendecanone', 'Methyl nonyl ketone', 'Rue ketone', 'Undecan-2-one']"
7733,Ubiquinone Q1,"['Coenzyme Q1', 'Coenzyme Q5', 'CoQ1', 'Ubiquinone 5', 'Ubiquinone-1']"
7734,Ubiquinone Q2,"['Coenzyme Q2', 'Ubiquinone 10', 'Ubiquinone-2']"
7735,"ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate",[]
7736,D-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,[]
7737,L-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,[]
7738,Variolin B,[]
7739,3-(4-nitrophenyl)-1H-pyrazole,[]
7740,"4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",[]
7741,"1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL",[]
7742,"1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",[]
7743,"2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE",[]
7744,"2,5-DIPHENYLFURAN-3,4-DICARBOXYLIC ACID",[]
7745,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one",[]
7746,"[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate",[]
7747,"6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE",[]
7748,"(2S)-({(5Z)-5-[(5-Ethyl-2-furyl)methylene]-4-oxo-4,5-dihydro-1,3-thiazol-2-yl}amino)(4-fluorophenyl)acetic acid",[]
7749,"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",[]
7750,"N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine",[]
7751,"2,3-diphenyl-1H-indole-7-carboxylic acid",[]
7752,"(5Z)-5-[(5-ethylfuran-2-yl)methylidene]-2-[[(S)-(4-fluorophenyl)-(2H-tetrazol-5-yl)methyl]amino]-1,3-thiazol-4-one",[]
7753,Methyl vanillate,"['4-hydroxy-3-methoxy methyl benzoate', '4-hydroxy-3-methoxybenzoic acid methyl ester', 'Methyl 3-methoxy-4-hydroxybenzoate', 'Methyl 4-hydroxy-3-methoxybenzoate', 'Vanillic acid, methyl ester']"
7754,11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID,[]
7755,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2N-METHYL-2H-TETRAZOL-5-YL]-PHENOL",[]
7756,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[4-METHYL-2H-TETRAZOL-2-YL]-PHENOL",[]
7757,"2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL",[]
7758,"[(2S)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid",[]
7759,"4-(3-ethylthiophen-2-yl)benzene-1,2-diol",[]
7760,"5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE",[]
7761,"5-(5-(4-(4,5-dihydro-2-oxazoly)phenoxy)pentyl)-3-methyl osoxazole",[]
7762,"5-(5-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyl oxymethyleneoxymethyl) isoxazole",[]
7763,5-(7-(6-chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole,[]
7764,WIN-54954,[]
7765,5-(5-(4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole,[]
7766,"(S)-5-(7-(4-(4-Ethyl-4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole",[]
7767,"5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole",[]
7768,"3-Methyl-5-(7-{4-[(4R)-4-methyl-4,5-dihydro-1,3-oxazol-2-yl]phenoxy}heptyl)-1,2-oxazole",[]
7769,"5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole",[]
7770,"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide",[]
7771,3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE,[]
7772,"2-[(1R)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",[]
7773,NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE,[]
7774,"(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE",[]
7775,"6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE",[]
7776,"R,S-Warfarin alcohol",[]
7777,"S,R-Warfarin alcohol",[]
7778,"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL",[]
7779,1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one,[]
7780,"2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione",[]
7781,"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE",[]
7782,"5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine",[]
7783,"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)",[]
7784,"2-({8-[(3R)-3-AMINOPIPERIDIN-1-YL]-1,3-DIMETHYL-2,6-DIOXO-1,2,3,6-TETRAHYDRO-7H-PURIN-7-YL}METHYL)BENZONITRILE",[]
7785,Casimiroin,"['6-Methoxy-9-methyl-(1,3)dioxolo(4,5-h)quinolin-8(9H)-one']"
7786,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE,[]
7787,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE,[]
7788,"(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one",[]
7789,4-(Dimethylamino)benzoic acid,"['N,N-Dimethyl-4-aminobenzoic acid', 'N,N-Dimethyl-p-aminobenzoic acid', 'p-Dimethylamino benzoic acid', 'p-N,N-(Dimethylamino)benzoic acid']"
7790,3-(2-AMINO-6-BENZOYLQUINAZOLIN-3(4H)-YL)-N-CYCLOHEXYL-N-METHYLPROPANAMIDE,[]
7791,"1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE",[]
7792,"N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE",[]
7793,N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,[]
7794,"4-{(1E)-3-OXO-3-[(2-PHENYLETHYL)AMINO]PROP-1-EN-1-YL}-1,2-PHENYLENE DIACETATE",[]
7795,N-Caffeoyltyramine,"['N-Caffeoyltyramine', 'N-trans-Caffeoyltyramine', 'trans-N-Caffeoyltyramine', 'Typheramide']"
7796,N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,[]
7797,Y-27632,"['(R)-(+)-trans-N-(4-pyridyl)-4-(1-aminoethyl)-cyclohexanecarboxamide', '4-[(1R)-1-aminoethyl]-N-(pyridin-4-yl)cyclohexane-1-carboxamide']"
7798,5-(2-chlorophenyl)furan-2-carbohydrazide,[]
7799,"IMIDAZO[2,1-A]ISOQUINOLINE-2-CARBOHYDRAZIDE",[]
7800,"[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID",[]
7801,(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid,[]
7802,"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione",[]
7803,O-(((1R)-((N-PHENYLMETHOXYCARBONYL-L-ALANYL)AMINO)ETHYL)HYDROXYPHOSPHONO)-L-BENZYLACETIC ACID,[]
7804,[N-(BENZYLOXYCARBONYL)AMINO](4-AMIDINOPHENYL)METHANE-PHOSPHONATE,[]
7805,"6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE",[]
7806,Zofenoprilat,['Zofenoprilat']
7807,2-(4-METHOXYPHENYL)ACETAMIDE,[]
7808,N(6)-dimethylallyladenine,"['IPADE', 'Isopentenyl adenine', 'Isopentenyladenine', 'N(6)-(delta(2)-Isopentenyl)adenine', 'N6-(3-methylbut-2-enyl)adenine', 'N6-(delta2-Isopentenyl)-adenine', 'N6-dimethylallyladenine', 'N6-isopentenyladenine']"
7809,"4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol",[]
7810,"(5R)-2-[(2-Fluorophenyl)amino]-5-isopropyl-1,3-thiazol-4(5H)-one",[]
7811,Zopolrestat,"['Zopolrestat', 'Zopolrestatum']"
7812,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,"['2-(4-hydroxyphenyl)benzo(b)thiophene-6-ol', 'Raloxifene core']"
7813,"1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",[]
7814,Benzoyl-tyrosine-alanine-fluoro-methyl ketone,[]
7815,"N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE",[]
7816,"5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE",[]
7817,"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",[]
7818,2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1H-imidazol-4-ol,[]
7819,6-MORPHOLIN-4-YL-9H-PURINE,[]
7820,"1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE",[]
7821,4-(2-AMINOETHYL)BENZENESULFONAMIDE,[]
7822,(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid,[]
7823,2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID,[]
7824,4-Methylcoumarin,['4-Methyl-2H-1-benzopyran-2-one']
7825,4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,[]
7826,"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine",[]
7827,"3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE",[]
7828,"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",[]
7829,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,[]
7830,"1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE",[]
7831,Diloxanide,['Diloxanide']
7832,Ethyl biscoumacetate,"['Ethyl bis(4-hydroxy-2-oxo-2h-1-benzopyran-3-yl)acetate', 'Ethyl biscoumacetate', 'Ethyldicoumarol']"
7833,Azidocillin,"['(2S,5R,6R)-6-{[(2R)-2-azido-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid', 'Azidocilina', 'Azidocillin', 'Azidocilline', 'Azidocillinum', 'D-(−)-(α-azidobenzyl)penicillin']"
7834,Pipazethate,"['Pipazetate', 'Pipazetato', 'Pipazetatum', 'Pipazethate']"
7835,Salicylamide,"['2-Carbamoylphenol', '2-Carboxamidophenol', '2-Hydroxybenzamide', 'o-hydroxybenzamide', 'OHB', 'Salicilamida', 'Salicylamide', 'Salicylamidum', 'Salicylic Acid amide']"
7836,Sulfamoxole,"['2-(p-Aminobenzenesulfonamido)-4,5-dimethyloxazole', '2-(p-Aminobenzolsulfonamido)-4,5-dimethyloxazol', '4-Amino-N-(4,5-dimethyl-2-oxazolyl)benzenesulfonamide', '4,5-Dimethyl-2-sulfanilamidooxazole', 'N(sup 1)-(4,5-Dimethyl-2-oxazolyl)sulfanilamide', 'N1-(4,5-Dimethyl-2-oxazolyl)sulfanilamide', 'Oxasulfa', 'p-Aminobenzenesulfonyl-2-amino-4,5-dimethyloxazole', 'Sulfadimethyloxazole', 'Sulfamoxol', 'Sulfamoxole', 'Sulfamoxolum', 'Sulphamoxole']"
7837,Antazoline,"['2-(N-Benzylanilinomethyl)-2-imidazoline', '2-(N-Phenyl-N-benzylaminomethyl)imidazoline', '4,5-Dihydro-N-phenyl-N-phenylmethyl-1H-imidazole-2-methanamine', 'Antazolina', 'Antazoline', 'Antazolinum']"
7838,Chloropyramine,"['Chloropyramine', 'Chloropyraminum', 'Chlorpyramine', 'Cloropiramina', 'Halopyramine']"
7839,Dimetindene,"['Dimethindene', 'Dimetindene', 'Dimetindeno']"
7840,Isothipendyl,"['Isothipendyl', 'Isothipendylum', 'Isotipendilo']"
7841,Tymazoline,['Tymazoline']
7842,Nandrolone decanoate,"['19-nortestosterone decanoate', 'Nandrolone 17β-decanoate', 'Nandrolone decanoate']"
7843,Metiamide,"['Methiamide', 'Metiamida', 'Metiamide', 'Metiamidum']"
7844,Roxatidine acetate,['Pifatidine']
7845,Bopindolol,"['Bopindolol', 'Bopindololum']"
7846,Bupranolol,"['Bupranolol', 'Bupranololum']"
7847,Dichloroacetic acid,"['DCA', 'Dichloracetic acid', 'Dichloroacetate']"
7848,Cinitapride,"['4-Amino-N-(1-(3-cyclohexen-1-ylmethyl)-4-piperidyl)-2-ethoxy-5-nitrobenzamide', 'Cinitaprida', 'Cinitapride', 'Cinitapridum']"
7849,Tofisopam,"['Tofisopam', 'Tofisopamum']"
7850,Nadroparin,"['Nadroparina', 'Nadroparine']"
7851,Triflusal,"['Triflusal', 'Triflusalum']"
7852,Lurasidone,"['Lurasidona', 'Lurasidone', 'Lurasidonum']"
7853,Ticagrelor,"['(1S,2S,3R,5S)-3-(7-((1R,2S)-2-(3,4-Difluorophenyl)cyclopropylamino)-5-(propylthio)-3H-(1,2,3)triazolo(4,5-d)pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol', 'Ticagrelor']"
7854,Hyaluronic acid,"['Hyaluronan', 'Hyaluronate']"
7855,Tafluprost,['Tafluprost']
7856,Ivacaftor,"['Ivacaftor', 'Ivacaftorum', 'N-(2,4-di-tert-butyl-5-hydroxyphenyl)-4-oxo-1,4-dihydroquinoline-3-carboxamide']"
7857,Azilsartan medoxomil,"['Azilsartan', 'Azilsartan medoxomil', 'Azilsartan médoxomil', 'Azilsartán medoxomilo', 'Azilsartanum medoxomilum']"
7858,Spinosad,['Spinosad']
7859,Ioflupane I-123,"['123I-FP-CIT', '123I-Ioflupane', 'Iodine ioflupane (123I)', 'Ioflupane ((123)I)', 'Ioflupane (123I)', 'Ioflupane I 123', 'Ioflupane I(123)', 'Ioflupano (123I)', 'Ioflupanum (123I)']"
7860,Deferiprone,"['1,2-Dimethyl-3-hydroxypyrid-4-one', '3-Hydroxy-1,2-dimethyl-4(1H)-pyridone', 'Deferiprona', 'Deferiprone', 'Défériprone', 'Deferipronum']"
7861,Lomitapide,"['Lomitapida', 'Lomitapide', 'Lomitapidum']"
7862,Vismodegib,"['Vismodegib', 'Vismodégib', 'Vismodegibum']"
7863,Dehydroascorbic acid,"['dehydro-L-ascorbic acid', 'DHAA', 'L-dehydroascorbate', 'L-dehydroascorbic acid', 'L-threo-2,3-hexodiulosonic acid, γ-lactone', 'L-threo-hexo-2,3-diulosono-1,4-lactone', 'Oxidized ascorbic acid', 'Oxidized vitamin C']"
7864,2-deoxyglucose,"['2-Deoxy-D-arabino-hexose', '2-deoxy-D-glucose', '2-DG', 'D-arabino-2-desoxyhexose']"
7865,Taurochenodeoxycholic acid,"['Chenodeoxycholoyltaurine', 'Taurine chenodeoxycholate', 'Taurochenodeoxycholate', 'Taurochenodeoxycholic acid']"
7866,Tauroursodeoxycholic acid,"['Tauroursodeoxycholate', 'Tauroursodesoxycholic acid', 'Taurursodiol', 'TUDCA', 'Ursodeoxycholyltaurine', 'Ursodoxicoltaurine']"
7867,Spaglumic acid,"['N-Acetyl-L-β-aspartyl-L-glutamic acid', 'Spaglumic acid']"
7868,Temocapril,"['Temocapril', 'Temocaprilum']"
7869,Tetraethylammonium,[]
7870,Agmatine,"['(4-aminobutyl) guanidine', '(4-aminobutyl)guanidine', '1-amino-4-guanidobutane', 'N-(4-aminobutyl)guanidine']"
7871,Serotonin,"['3-(2-Aminoethyl)-1H-indol-5-ol', '5-HT', '5-Hydroxytryptamine', 'Enteramine', 'sérotonine', 'thrombocytin', 'thrombotonin']"
7872,N-methylnicotinamide,"['3-(Methylcarbamoyl)pyridine', '3-(N-Methylcarbamoyl)pyridine', 'N-Methyl nicotineamide', 'N-Methyl-3-pyridinecarboxamide', 'N-methylpyridine-3-carboxamide', 'Nicotinic acid methylamide', 'Nicotinyl methylamide']"
7873,Tyramine,[]
7874,Acetylcarnitine,"['acetyl-L-carnitine', 'O-acetyl-L-carnitine ', 'O-Acetylcarnitine']"
7875,GS 0573,"['9-(2-phosphonylmethoxyethyl)-2,6-diaminopurine']"
7876,Uric acid,"['2,6,8-trihydroxypurine', '2,6,8-trioxopurine', '2,6,8-trioxypurine', '7,9-dihydro-1H-purine-2,6,8(3H)-trione', 'Lithic acid', 'Purine-2,6,8(1H,3H,9H)-trione', 'Urate', 'Uricum acidum']"
7877,Oxogluric acid,"['2-Ketoglutaric acid', '2-oxoglutaric acid', '2-oxopentanedioic acid', 'alpha-Ketoglutaric acid', 'Ketoglutaric acid', 'Oxoglurate', 'α-Ketoglutarate']"
7878,Ellagic acid,"['2,3,7,8-tetrahydroxychromeno[5,4,3-cde]chromene-5,10-dione', 'ácido elágico', 'Ellagic acid']"
7879,Hydroxyproline,"['trans-4-Hydroxy-L-proline', 'trans-L-Hydroxyproline']"
7880,Guvacine,[]
7881,Nipecotic acid,[]
7882,Leukotriene C4,"['(R-(R*,S*-(E,E,Z,Z)))-N-(S-(1-(4-Carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-N-L-gamma-glutamyl-L-cysteinyl)glycine', 'L-γ-glutamyl-S-[(1R,2E,4E,6Z,9Z)-1-[(1S)-4-carboxy-1-hydroxybutyl]pentadeca-2,4,6,9-tetraen-1-yl]-L-cysteinylglycine', 'LTC (sub 4)', 'LTC4']"
7883,DADLE,"['[D-Ala2, D-Leu5]-Enkephalin', 'H-Tyr-D-Ala-Gly-Phe-D-Leu', 'L-Tyrosyl-D-alanylglycyl-L-phenylalanyl-D-leucine']"
7884,Bamet-UD2,[]
7885,cis-Diamminechlorocholylglycinateplatinum(II),[]
7886,Pitavastatin,"['Pitavastatia', 'Pitavastatin', 'Pitavastatina', 'Pitavastatine', 'Pitavastatinum']"
7887,DPDPE,"['(D-Pen2,D-Pen5)-Enkephalin', '[D-Pen2-D-Pen5]-enkephaline', '2,5-Pen-enkephalin', 'cyclo-[D-Pen2,5]-enkephalin', 'D-penicillamine-(2,5)-enkephalin', 'L-tyrosyl-3-mercapto-D-valylglycyl-L-phenylalanyl-3-mercapto-D-valine, cyclic (2-5)-disulfide']"
7888,Cholecystokinin,"['CCK-PZ', 'Human CCK-33', 'Human cholecystokinin-33', 'Pancreozymin']"
